,crn,date,subj,sub_num,course,location,section,description,instructor,credit
3066,20991,TBA,ECL,243,ECL 243,TBA,001,Ecological Genomics,"Ross-Ibarra,Whitehead",4.0
3067,@,"12:10 - 1:00 PM, W",ECL,271,ECL 271,STORER 2342,001,Ecology Research,"Schoener, T",1.0
3068,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3069,@,TBA,ECL,290,ECL 290,TBA,-,Seminar In Ecology,The Staff,V
3070,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3071,21071,"4:10 - 5:30 PM, R",ECL,296,ECL 296,HARING 2205,001,Topics in Ecol & Evol,"Ross-Ibarra, J",1.0
3072,@,TBA,ECL,297T,ECL 297T,TBA,-,Tutoring,The Staff,V
3073,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3074,@,TBA,ECL,298,ECL 298,TBA,-,Group Study,The Staff,V
3075,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3076,@,TBA,ECL,299,ECL 299,TBA,-,Research,V,
3077,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3078,@,TBA,ECL,299,ECL 299,TBA,027,Research,"Lubell, M",V
3079,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3080,@,TBA,ECL,299,ECL 299,TBA,041,Research,"Safford, H",V
3081,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3082,@,TBA,ECL,299,ECL 299,TBA,042,Research,"Sandoval Solis, S",V
3083,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3084,@,TBA,ECL,299,ECL 299,TBA,043,Research,"Schreiber, S",V
3085,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3086,@,TBA,ECL,299,ECL 299,TBA,044,Research,"Schreier, A",V
3087,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3088,@,TBA,ECL,299,ECL 299,TBA,045,Research,"Sih, A",V
3089,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3090,@,TBA,ECL,299,ECL 299,TBA,046,Research,"Smith, J",V
3091,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3092,@,TBA,ECL,299,ECL 299,TBA,047,Research,"Springborn, M",V
3093,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3094,@,TBA,ECL,299,ECL 299,TBA,048,Research,"Taylor, G",V
3095,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3096,@,TBA,ECL,299,ECL 299,TBA,049,Research,"Todd, B",V
3097,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3098,@,TBA,ECL,299,ECL 299,TBA,050,Research,"Todgham, A",V
3099,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3100,@,TBA,ECL,299,ECL 299,TBA,051,Research,"Valdovinos, F",V
3101,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3102,@,TBA,ECL,299,ECL 299,TBA,052,Research,"Van Vuren, D",V
3103,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3104,@,TBA,ECL,299,ECL 299,TBA,053,Research,"Williams, N",V
3105,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3106,@,TBA,ECL,299,ECL 299,TBA,054,Research,"Yang, L",V
3107,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3108,@,TBA,ECL,299,ECL 299,TBA,055,Research,The Staff,V
3109,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3110,21151,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A01,Princ Of Microecon,"Carrell, S",4.0
3111,21151,"5:10 - 6:00 PM, T",ECN,001A,ECN 001A,TBA,A01,Princ Of Microecon,"Carrell, S",4.0
3112,21152,"6:10 - 7:00 PM, T",ECN,001A,ECN 001A,STORER 1344,A02,Princ Of Microecon,"Carrell, S",4.0
3113,21152,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A02,Princ Of Microecon,"Carrell, S",4.0
3114,21153,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A03,Princ Of Microecon,"Carrell, S",4.0
3115,21153,"7:10 - 8:00 PM, T",ECN,001A,ECN 001A,OLSON 163,A03,Princ Of Microecon,"Carrell, S",4.0
3116,21154,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A04,Princ Of Microecon,"Carrell, S",4.0
3117,21154,"8:10 - 9:00 PM, T",ECN,001A,ECN 001A,OLSON 125,A04,Princ Of Microecon,"Carrell, S",4.0
3118,21155,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A05,Princ Of Microecon,"Carrell, S",4.0
3119,21155,"5:10 - 6:00 PM, R",ECN,001A,ECN 001A,TBA,A05,Princ Of Microecon,"Carrell, S",4.0
3120,21156,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A06,Princ Of Microecon,"Carrell, S",4.0
3121,21156,"6:10 - 7:00 PM, R",ECN,001A,ECN 001A,HOAGLD 108,A06,Princ Of Microecon,"Carrell, S",4.0
3122,21157,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A07,Princ Of Microecon,"Carrell, S",4.0
3123,21157,"7:10 - 8:00 PM, R",ECN,001A,ECN 001A,OLSON 105,A07,Princ Of Microecon,"Carrell, S",4.0
3124,21158,"8:10 - 9:00 PM, R",ECN,001A,ECN 001A,OLSON 141,A08,Princ Of Microecon,"Carrell, S",4.0
3125,21158,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A08,Princ Of Microecon,"Carrell, S",4.0
3126,21159,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A09,Princ Of Microecon,"Carrell, S",4.0
3127,21159,"5:10 - 6:00 PM, W",ECN,001A,ECN 001A,KERR 293,A09,Princ Of Microecon,"Carrell, S",4.0
3128,21160,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A10,Princ Of Microecon,"Carrell, S",4.0
3129,21160,"6:10 - 7:00 PM, W",ECN,001A,ECN 001A,OLSON 163,A10,Princ Of Microecon,"Carrell, S",4.0
3130,21161,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A11,Princ Of Microecon,"Carrell, S",4.0
3131,21161,"7:10 - 8:00 PM, W",ECN,001A,ECN 001A,OLSON 267,A11,Princ Of Microecon,"Carrell, S",4.0
3132,21162,"9:00 - 10:20 AM, TR",ECN,001A,ECN 001A,ROCK 194,A12,Princ Of Microecon,"Carrell, S",4.0
3133,21162,"8:10 - 9:00 PM, W",ECN,001A,ECN 001A,BAINER 1134,A12,Princ Of Microecon,"Carrell, S",4.0
3134,21163,"5:10 - 6:00 PM, T",ECN,001A,ECN 001A,TBA,B01,Princ Of Microecon,"Modjtahedi, B",4.0
3135,21163,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B01,Princ Of Microecon,"Modjtahedi, B",4.0
3136,21164,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B02,Princ Of Microecon,"Modjtahedi, B",4.0
3137,21164,"6:10 - 7:00 PM, T",ECN,001A,ECN 001A,TBA,B02,Princ Of Microecon,"Modjtahedi, B",4.0
3138,21165,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B03,Princ Of Microecon,"Modjtahedi, B",4.0
3139,21165,"7:10 - 8:00 PM, T",ECN,001A,ECN 001A,OLSON 105,B03,Princ Of Microecon,"Modjtahedi, B",4.0
3140,21166,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B04,Princ Of Microecon,"Modjtahedi, B",4.0
3141,21166,"8:10 - 9:00 PM, T",ECN,001A,ECN 001A,BAINER 1134,B04,Princ Of Microecon,"Modjtahedi, B",4.0
3142,21167,"5:10 - 6:00 PM, R",ECN,001A,ECN 001A,TBA,B05,Princ Of Microecon,"Modjtahedi, B",4.0
3143,21167,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B05,Princ Of Microecon,"Modjtahedi, B",4.0
3144,21168,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B06,Princ Of Microecon,"Modjtahedi, B",4.0
3145,21168,"6:10 - 7:00 PM, R",ECN,001A,ECN 001A,TBA,B06,Princ Of Microecon,"Modjtahedi, B",4.0
3146,21169,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B07,Princ Of Microecon,"Modjtahedi, B",4.0
3147,21169,"7:10 - 8:00 PM, R",ECN,001A,ECN 001A,OLSON 101,B07,Princ Of Microecon,"Modjtahedi, B",4.0
3148,21170,"6:10 - 7:30 PM, MW",ECN,001A,ECN 001A,KLEIBR 3,B08,Princ Of Microecon,"Modjtahedi, B",4.0
3149,21170,"8:10 - 9:00 PM, R",ECN,001A,ECN 001A,BAINER 1134,B08,Princ Of Microecon,"Modjtahedi, B",4.0
3150,21177,"5:10 - 6:00 PM, T",ECN,001B,ECN 001B,YOUNG 192,A01,Princ Of Macroecon,"Lang, D",4.0
3151,21177,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A01,Princ Of Macroecon,"Lang, D",4.0
3152,21178,"6:10 - 7:00 PM, T",ECN,001B,ECN 001B,TBA,A02,Princ Of Macroecon,"Lang, D",4.0
3153,21178,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A02,Princ Of Macroecon,"Lang, D",4.0
3154,21179,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A03,Princ Of Macroecon,"Lang, D",4.0
3155,21179,"7:10 - 8:00 PM, T",ECN,001B,ECN 001B,WELLMN 229,A03,Princ Of Macroecon,"Lang, D",4.0
3156,21180,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A04,Princ Of Macroecon,"Lang, D",4.0
3157,21180,"8:10 - 9:00 PM, T",ECN,001B,ECN 001B,GROVE 1283,A04,Princ Of Macroecon,"Lang, D",4.0
3158,21181,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A05,Princ Of Macroecon,"Lang, D",4.0
3159,21181,"5:10 - 6:00 PM, R",ECN,001B,ECN 001B,TBA,A05,Princ Of Macroecon,"Lang, D",4.0
3160,21182,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A06,Princ Of Macroecon,"Lang, D",4.0
3161,21182,"6:10 - 7:00 PM, R",ECN,001B,ECN 001B,WICKSN 1038,A06,Princ Of Macroecon,"Lang, D",4.0
3162,21183,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A07,Princ Of Macroecon,"Lang, D",4.0
3163,21183,"7:10 - 8:00 PM, R",ECN,001B,ECN 001B,VEIMYR 116,A07,Princ Of Macroecon,"Lang, D",4.0
3164,21184,"9:00 - 9:50 AM, MWF",ECN,001B,ECN 001B,KLEIBR 3,A08,Princ Of Macroecon,"Lang, D",4.0
3165,21184,"8:10 - 9:00 PM, R",ECN,001B,ECN 001B,GROVE 1283,A08,Princ Of Macroecon,"Lang, D",4.0
3166,21190,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B02,Princ Of Macroecon,"Lang, D",4.0
3167,21190,"6:10 - 7:00 PM, T",ECN,001B,ECN 001B,TBA,B02,Princ Of Macroecon,"Lang, D",4.0
3168,21191,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B03,Princ Of Macroecon,"Lang, D",4.0
3169,21191,"7:10 - 8:00 PM, T",ECN,001B,ECN 001B,VEIMYR 116,B03,Princ Of Macroecon,"Lang, D",4.0
3170,21192,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B04,Princ Of Macroecon,"Lang, D",4.0
3171,21192,"8:10 - 9:00 PM, T",ECN,001B,ECN 001B,BAINER 1128,B04,Princ Of Macroecon,"Lang, D",4.0
3172,21193,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B05,Princ Of Macroecon,"Lang, D",4.0
3173,21193,"5:10 - 6:00 PM, R",ECN,001B,ECN 001B,TBA,B05,Princ Of Macroecon,"Lang, D",4.0
3174,21194,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B06,Princ Of Macroecon,"Lang, D",4.0
3175,21194,"6:10 - 7:00 PM, R",ECN,001B,ECN 001B,OLSON 163,B06,Princ Of Macroecon,"Lang, D",4.0
3176,21197,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B09,Princ Of Macroecon,"Lang, D",4.0
3177,21197,"5:10 - 6:00 PM, W",ECN,001B,ECN 001B,WICKSN 1038,B09,Princ Of Macroecon,"Lang, D",4.0
3178,21198,"11:00 - 11:50 AM, MWF",ECN,001B,ECN 001B,WALKER 1310,B10,Princ Of Macroecon,"Lang, D",4.0
3179,21198,"6:10 - 7:00 PM, W",ECN,001B,ECN 001B,OLSON 101,B10,Princ Of Macroecon,"Lang, D",4.0
3180,@,TBA,ECN,092,ECN 092,TBA,-,Internship & Field Work,The Staff,V
3181,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3182,@,TBA,ECN,098,ECN 098,TBA,-,Group Study,The Staff,V
3183,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3184,@,TBA,ECN,099,ECN 099,TBA,-,Individual Study,The Staff,V
3185,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
3186,21321,"11:00 - 11:50 AM, MWF",ECN,100A,ECN 100A,WELLMN 126,A01,Intermed Micro Theory,"Sansani, S",4.0
3187,21321,"5:10 - 6:00 PM, T",ECN,100A,ECN 100A,OLSON 217,A01,Intermed Micro Theory,"Sansani, S",4.0
3188,21322,"11:00 - 11:50 AM, MWF",ECN,100A,ECN 100A,WELLMN 126,A02,Intermed Micro Theory,"Sansani, S",4.0
3189,21322,"6:10 - 7:00 PM, T",ECN,100A,ECN 100A,WELLMN 212,A02,Intermed Micro Theory,"Sansani, S",4.0
3190,21323,"11:00 - 11:50 AM, MWF",ECN,100A,ECN 100A,WELLMN 126,A03,Intermed Micro Theory,"Sansani, S",4.0
3191,21323,"5:10 - 6:00 PM, R",ECN,100A,ECN 100A,WICKSN 1020,A03,Intermed Micro Theory,"Sansani, S",4.0
3192,21324,"11:00 - 11:50 AM, MWF",ECN,100A,ECN 100A,WELLMN 126,A04,Intermed Micro Theory,"Sansani, S",4.0
3193,21324,"6:10 - 7:00 PM, R",ECN,100A,ECN 100A,HOAGLD 113,A04,Intermed Micro Theory,"Sansani, S",4.0
3194,21327,"12:10 - 1:00 PM, MWF",ECN,100A,ECN 100A,TLC 1020,B01,Intermed Micro Theory,"Sansani, S",4.0
3195,21327,"5:10 - 6:00 PM, T",ECN,100A,ECN 100A,OLSON 207,B01,Intermed Micro Theory,"Sansani, S",4.0
3196,21328,"12:10 - 1:00 PM, MWF",ECN,100A,ECN 100A,TLC 1020,B02,Intermed Micro Theory,"Sansani, S",4.0
3197,21328,"6:10 - 7:00 PM, T",ECN,100A,ECN 100A,HART 1130,B02,Intermed Micro Theory,"Sansani, S",4.0
3198,21329,"12:10 - 1:00 PM, MWF",ECN,100A,ECN 100A,TLC 1020,B03,Intermed Micro Theory,"Sansani, S",4.0
3199,21329,"5:10 - 6:00 PM, W",ECN,100A,ECN 100A,BAINER 1130,B03,Intermed Micro Theory,"Sansani, S",4.0
3200,21330,"12:10 - 1:00 PM, MWF",ECN,100A,ECN 100A,TLC 1020,B04,Intermed Micro Theory,"Sansani, S",4.0
3201,21330,"6:10 - 7:00 PM, W",ECN,100A,ECN 100A,KERR 293,B04,Intermed Micro Theory,"Sansani, S",4.0
3202,21331,"9:00 - 10:20 AM, TR",ECN,100B,ECN 100B,WELLMN 230,A01,Intermed Micro Theory,"Rezaee, A",4.0
3203,21331,"6:10 - 7:00 PM, T",ECN,100B,ECN 100B,WELLMN 1,A01,Intermed Micro Theory,"Rezaee, A",4.0
3204,21332,"9:00 - 10:20 AM, TR",ECN,100B,ECN 100B,WELLMN 230,A02,Intermed Micro Theory,"Rezaee, A",4.0
3205,21332,"7:10 - 8:00 PM, T",ECN,100B,ECN 100B,KERR 293,A02,Intermed Micro Theory,"Rezaee, A",4.0
3206,21335,"12:10 - 1:30 PM, TR",ECN,100B,ECN 100B,SCRBOK 160,B01,Intermed Micro Theory,"Rezaee, A",4.0
3207,21335,"5:10 - 6:00 PM, R",ECN,100B,ECN 100B,STORER 1344,B01,Intermed Micro Theory,"Rezaee, A",4.0
3208,21336,"12:10 - 1:30 PM, TR",ECN,100B,ECN 100B,SCRBOK 160,B02,Intermed Micro Theory,"Rezaee, A",4.0
3209,21336,"6:10 - 7:00 PM, R",ECN,100B,ECN 100B,WELLMN 25,B02,Intermed Micro Theory,"Rezaee, A",4.0
3210,21337,"12:10 - 1:30 PM, TR",ECN,100B,ECN 100B,SCRBOK 160,B03,Intermed Micro Theory,"Rezaee, A",4.0
3211,21337,"7:10 - 8:00 PM, R",ECN,100B,ECN 100B,STORER 1344,B03,Intermed Micro Theory,"Rezaee, A",4.0
3212,21338,"8:10 - 9:00 PM, R",ECN,100B,ECN 100B,GIEDT 1006,B04,Intermed Micro Theory,"Rezaee, A",4.0
3213,21338,"12:10 - 1:30 PM, TR",ECN,100B,ECN 100B,SCRBOK 160,B04,Intermed Micro Theory,"Rezaee, A",4.0
3214,21340,"1:40 - 3:00 PM, TR",ECN,101,ECN 101,YOUNG 198,A01,Intermed Macro Theory,"Meissner, C",4.0
3215,21340,"6:10 - 7:00 PM, W",ECN,101,ECN 101,H GYM 290,A01,Intermed Macro Theory,"Meissner, C",4.0
3216,21341,"1:40 - 3:00 PM, TR",ECN,101,ECN 101,YOUNG 198,A02,Intermed Macro Theory,"Meissner, C",4.0
3217,21341,"7:10 - 8:00 PM, W",ECN,101,ECN 101,H GYM 290,A02,Intermed Macro Theory,"Meissner, C",4.0
3218,21342,"1:40 - 3:00 PM, TR",ECN,101,ECN 101,YOUNG 198,A03,Intermed Macro Theory,"Meissner, C",4.0
3219,21342,"8:10 - 9:00 PM, W",ECN,101,ECN 101,H GYM 290,A03,Intermed Macro Theory,"Meissner, C",4.0
3220,21343,"1:40 - 3:00 PM, TR",ECN,101,ECN 101,YOUNG 198,A04,Intermed Macro Theory,"Meissner, C",4.0
3221,21343,"9:10 - 10:00 PM, W",ECN,101,ECN 101,H GYM 290,A04,Intermed Macro Theory,"Meissner, C",4.0
3222,21344,"1:40 - 3:00 PM, TR",ECN,101,ECN 101,YOUNG 198,A05,Intermed Macro Theory,"Meissner, C",4.0
3223,21344,"7:10 - 8:00 PM, R",ECN,101,ECN 101,WELLMN 25,A05,Intermed Macro Theory,"Meissner, C",4.0
3224,21345,"1:40 - 3:00 PM, TR",ECN,101,ECN 101,YOUNG 198,A06,Intermed Macro Theory,"Meissner, C",4.0
3225,21345,"6:10 - 7:00 PM, R",ECN,101,ECN 101,PHYSIC 130,A06,Intermed Macro Theory,"Meissner, C",4.0
3226,21348,"9:00 - 10:20 AM, TR",ECN,101,ECN 101,EVERSN 176,B01,Intermed Macro Theory,"Singh, S",4.0
3227,21348,"6:10 - 7:00 PM, T",ECN,101,ECN 101,OLSON 205,B01,Intermed Macro Theory,"Singh, S",4.0
3228,21349,"9:00 - 10:20 AM, TR",ECN,101,ECN 101,EVERSN 176,B02,Intermed Macro Theory,"Singh, S",4.0
3229,21349,"7:10 - 8:00 PM, T",ECN,101,ECN 101,H GYM 290,B02,Intermed Macro Theory,"Singh, S",4.0
3230,21350,"9:00 - 10:20 AM, TR",ECN,101,ECN 101,EVERSN 176,B03,Intermed Macro Theory,"Singh, S",4.0
3231,21350,"6:10 - 7:00 PM, W",ECN,101,ECN 101,BAINER 1130,B03,Intermed Macro Theory,"Singh, S",4.0
3232,21351,"9:00 - 10:20 AM, TR",ECN,101,ECN 101,EVERSN 176,B04,Intermed Macro Theory,"Singh, S",4.0
3233,21351,"7:10 - 8:00 PM, W",ECN,101,ECN 101,WELLMN 207,B04,Intermed Macro Theory,"Singh, S",4.0
3234,44766,"12:10 - 1:30 PM, TR",ECN,101,ECN 101,MDSC C 180,C01,Intermed Macro Theory,"Singh, S",4.0
3235,44766,"5:10 - 6:00 PM, T",ECN,101,ECN 101,KERR 293,C01,Intermed Macro Theory,"Singh, S",4.0
3236,44767,"12:10 - 1:30 PM, TR",ECN,101,ECN 101,MDSC C 180,C02,Intermed Macro Theory,"Singh, S",4.0
3237,44767,"6:10 - 7:00 PM, T",ECN,101,ECN 101,HOAGLD 113,C02,Intermed Macro Theory,"Singh, S",4.0
3238,44768,"12:10 - 1:30 PM, TR",ECN,101,ECN 101,MDSC C 180,C03,Intermed Macro Theory,"Singh, S",4.0
3239,44768,"5:10 - 6:00 PM, R",ECN,101,ECN 101,WELLMN 207,C03,Intermed Macro Theory,"Singh, S",4.0
3240,44769,"12:10 - 1:30 PM, TR",ECN,101,ECN 101,MDSC C 180,C04,Intermed Macro Theory,"Singh, S",4.0
3241,44769,"6:10 - 7:00 PM, R",ECN,101,ECN 101,OLSON 261,C04,Intermed Macro Theory,"Singh, S",4.0
3242,21354,"8:00 - 8:50 AM, MWF",ECN,102,ECN 102,EVERSN 176,A01,Analysis of Econ Data,"Stearns, J",4.0
3243,21354,"3:10 - 4:00 PM, W",ECN,102,ECN 102,HUTCH 93,A01,Analysis of Econ Data,"Stearns, J",4.0
3244,21355,"4:10 - 5:00 PM, W",ECN,102,ECN 102,HUTCH 93,A02,Analysis of Econ Data,"Stearns, J",4.0
3245,21355,"8:00 - 8:50 AM, MWF",ECN,102,ECN 102,EVERSN 176,A02,Analysis of Econ Data,"Stearns, J",4.0
3246,21356,"5:10 - 6:00 PM, W",ECN,102,ECN 102,HUTCH 93,A03,Analysis of Econ Data,"Stearns, J",4.0
3247,21356,"8:00 - 8:50 AM, MWF",ECN,102,ECN 102,EVERSN 176,A03,Analysis of Econ Data,"Stearns, J",4.0
3248,21357,"8:00 - 8:50 AM, MWF",ECN,102,ECN 102,EVERSN 176,A04,Analysis of Econ Data,"Stearns, J",4.0
3249,21357,"6:10 - 7:00 PM, W",ECN,102,ECN 102,HUTCH 93,A04,Analysis of Econ Data,"Stearns, J",4.0
3250,45230,"10:00 - 10:50 AM, W",ECN,102,ECN 102,HUTCH 93,A05,Analysis of Econ Data,"Stearns, J",4.0
3251,45230,"8:00 - 8:50 AM, MWF",ECN,102,ECN 102,EVERSN 176,A05,Analysis of Econ Data,"Stearns, J",4.0
3252,45231,"9:00 - 9:50 AM, W",ECN,102,ECN 102,HUTCH 93,A06,Analysis of Econ Data,"Stearns, J",4.0
3253,45231,"8:00 - 8:50 AM, MWF",ECN,102,ECN 102,EVERSN 176,A06,Analysis of Econ Data,"Stearns, J",4.0
3254,44770,"5:10 - 6:00 PM, T",ECN,103,ECN 103,WELLMN 207,A01,Econ Of Uncertainty,"Bonanno, G",4.0
3255,44770,"11:00 - 11:50 AM, MWF",ECN,103,ECN 103,CRUESS 1002,A01,Econ Of Uncertainty,"Bonanno, G",4.0
3256,44771,"6:10 - 7:00 PM, T",ECN,103,ECN 103,OLSON 147,A02,Econ Of Uncertainty,"Bonanno, G",4.0
3257,44771,"11:00 - 11:50 AM, MWF",ECN,103,ECN 103,CRUESS 1002,A02,Econ Of Uncertainty,"Bonanno, G",4.0
3258,44772,"5:10 - 6:00 PM, R",ECN,103,ECN 103,GIEDT 1007,A03,Econ Of Uncertainty,"Bonanno, G",4.0
3259,44772,"11:00 - 11:50 AM, MWF",ECN,103,ECN 103,CRUESS 1002,A03,Econ Of Uncertainty,"Bonanno, G",4.0
3260,44773,"6:10 - 7:00 PM, R",ECN,103,ECN 103,HARING 1204,A04,Econ Of Uncertainty,"Bonanno, G",4.0
3261,44773,"11:00 - 11:50 AM, MWF",ECN,103,ECN 103,CRUESS 1002,A04,Econ Of Uncertainty,"Bonanno, G",4.0
3262,21360,"1:10 - 2:00 PM, MWF",ECN,106,ECN 106,EVERSN 176,A01,Decision Making,"Bonanno, G",4.0
3263,21360,"5:10 - 6:00 PM, T",ECN,106,ECN 106,TLC 1212,A01,Decision Making,"Bonanno, G",4.0
3264,21361,"1:10 - 2:00 PM, MWF",ECN,106,ECN 106,EVERSN 176,A02,Decision Making,"Bonanno, G",4.0
3265,21361,"6:10 - 7:00 PM, T",ECN,106,ECN 106,WICKSN 1020,A02,Decision Making,"Bonanno, G",4.0
3266,21362,"1:10 - 2:00 PM, MWF",ECN,106,ECN 106,EVERSN 176,A03,Decision Making,"Bonanno, G",4.0
3267,21362,"7:10 - 8:00 PM, T",ECN,106,ECN 106,HOAGLD 108,A03,Decision Making,"Bonanno, G",4.0
3268,21363,"1:10 - 2:00 PM, MWF",ECN,106,ECN 106,EVERSN 176,A04,Decision Making,"Bonanno, G",4.0
3269,21363,"8:10 - 9:00 PM, T",ECN,106,ECN 106,HUTCH 102,A04,Decision Making,"Bonanno, G",4.0
3270,44787,"5:10 - 6:00 PM, T",ECN,110A,ECN 110A,GIEDT 1007,A01,World Economic History,"Clark, G",4.0
3271,44787,"8:00 - 8:50 AM, MWF",ECN,110A,ECN 110A,GIEDT 1003,A01,World Economic History,"Clark, G",4.0
3272,44788,"6:10 - 7:00 PM, T",ECN,110A,ECN 110A,WELLMN 7,A02,World Economic History,"Clark, G",4.0
3273,44788,"8:00 - 8:50 AM, MWF",ECN,110A,ECN 110A,GIEDT 1003,A02,World Economic History,"Clark, G",4.0
3274,44789,"5:10 - 6:00 PM, R",ECN,110A,ECN 110A,SOCSCI 90,A03,World Economic History,"Clark, G",4.0
3275,44789,"8:00 - 8:50 AM, MWF",ECN,110A,ECN 110A,GIEDT 1003,A03,World Economic History,"Clark, G",4.0
3276,44790,"6:10 - 7:00 PM, R",ECN,110A,ECN 110A,STORER 1344,A04,World Economic History,"Clark, G",4.0
3277,44790,"8:00 - 8:50 AM, MWF",ECN,110A,ECN 110A,GIEDT 1003,A04,World Economic History,"Clark, G",4.0
3278,21375,"1:40 - 3:00 PM, TR",ECN,115A,ECN 115A,KLEIBR 3,A01,Economic Development,"Lybbert, T",4.0
3279,21375,"5:10 - 6:00 PM, T",ECN,115A,ECN 115A,YOUNG 192,A01,Economic Development,"Lybbert, T",4.0
3280,21376,"6:10 - 7:00 PM, T",ECN,115A,ECN 115A,OLSON 227,A02,Economic Development,"Lybbert, T",4.0
3281,21376,"1:40 - 3:00 PM, TR",ECN,115A,ECN 115A,KLEIBR 3,A02,Economic Development,"Lybbert, T",4.0
3282,21377,"6:10 - 7:00 PM, T",ECN,115A,ECN 115A,OLSON 167,A03,Economic Development,"Lybbert, T",4.0
3283,21377,"1:40 - 3:00 PM, TR",ECN,115A,ECN 115A,KLEIBR 3,A03,Economic Development,"Lybbert, T",4.0
3284,21378,"7:10 - 8:00 PM, T",ECN,115A,ECN 115A,BAINER 1134,A04,Economic Development,"Lybbert, T",4.0
3285,21378,"1:40 - 3:00 PM, TR",ECN,115A,ECN 115A,KLEIBR 3,A04,Economic Development,"Lybbert, T",4.0
3286,21379,"5:10 - 6:00 PM, W",ECN,115A,ECN 115A,VEIMYR 116,A05,Economic Development,"Lybbert, T",4.0
3287,21379,"1:40 - 3:00 PM, TR",ECN,115A,ECN 115A,KLEIBR 3,A05,Economic Development,"Lybbert, T",4.0
3288,21380,"1:40 - 3:00 PM, TR",ECN,115A,ECN 115A,KLEIBR 3,A06,Economic Development,"Lybbert, T",4.0
